Pop04;PopChange;MedAge;MedIncome;MedHVal;MedRent;Unemployment;CostOfLiving;HispRate;AsianRate;BlackRate;AmerIndRate;LandArea;URL;CrawledTime;DbId;Year;TrueURL;City;Spalte1
14887;12.7;32.2;43960;137500;815;11.0;91.6;40.2;3.3;6.2;1.7;474.9;http://web.archive.org/web/20140101072352/http://www.city-data.com:80/city/Phoenix-Arizona.html;18.12.2016 22:37;183;2014;http://www.city-data.com/city/Phoenix-Arizona.html;PHOENIX, AZ;PHOENIX, AZ2014
227;0.0;55.5;51432;161600;;6.4;84.0;4.8;0.0;0.0;0.4;#WERT!;http://web.archive.org/web/20150413052859/http://www.city-data.com:80/city/Morristown-Arizona.html;18.12.2016 22:36;160;2015;http://www.city-data.com/city/Morristown-Arizona.html;MORRISTOWN, AZ;MORRISTOWN, AZ2015
14887;12.7;32.2;44153;140500;859;9.7;91.8;40.3;3.4;6.6;1.6;474.9;http://web.archive.org/web/20150107145314/http://www.city-data.com:80/city/Phoenix-Arizona.html;18.12.2016 22:37;184;2015;http://www.city-data.com/city/Phoenix-Arizona.html;PHOENIX, AZ;PHOENIX, AZ2015
311647;-6.8;35.5;37461;92500;706;10.1;95.1;2.5;3.7;26.2;0.0;55.6 ;http://web.archive.org/web/20111228030215/http://www.city-data.com:80/city/Pittsburgh-Pennsylvania.html;18.12.2016 22:37;185;2012;http://www.city-data.com/city/Pittsburgh-Pennsylvania.html;PITTSBURGH, PA;PITTSBURGH, PA2012
305704;-8.6;33.2;37461;92500;706;10.1;95.1;2.3;4.4;25.8;0.2;55.6 ;http://web.archive.org/web/20130116064948/http://www.city-data.com:80/city/Pittsburgh-Pennsylvania.html;18.12.2016 22:37;186;2013;http://www.city-data.com/city/Pittsburgh-Pennsylvania.html;PITTSBURGH, PA;PITTSBURGH, PA2013
306211;-8.5;33.2;35947;90500;717;10.8;95.3;2.4;4.6;26.1;0.2;55.6 ;http://web.archive.org/web/20131222140109/http://www.city-data.com:80/city/Pittsburgh-Pennsylvania.html;18.12.2016 22:37;187;2014;http://www.city-data.com/city/Pittsburgh-Pennsylvania.html;PITTSBURGH, PA;PITTSBURGH, PA2014
306211;-8.5;33.5;39884;87900;755;9.3;95.2;2.7;5.0;24.4;0.2;55.6 ;http://web.archive.org/web/20141227192323/http://www.city-data.com:80/city/Pittsburgh-Pennsylvania.html;18.12.2016 22:37;188;2015;http://www.city-data.com/city/Pittsburgh-Pennsylvania.html;PITTSBURGH, PA;PITTSBURGH, PA2015
5396;0.0;30.9;80226;276257;1345;4.6;93.9;17.3;3.5;2.3;0.0;25.8 ;http://web.archive.org/web/20120106081343/http://www.city-data.com:80/city/Queen-Creek-Arizona.html;18.12.2016 22:37;189;2012;http://www.city-data.com/city/Queen-Creek-Arizona.html;QUEEN CREEK, AZ;QUEEN CREEK, AZ2012
26361;510.8;29.8;80226;276257;1345;4.6;93.5;17.3;2.7;3.2;0.5;25.8 ;http://web.archive.org/web/20130115150733/http://www.city-data.com:80/city/Queen-Creek-Arizona.html;18.12.2016 22:37;190;2013;http://www.city-data.com/city/Queen-Creek-Arizona.html;QUEEN CREEK, AZ;QUEEN CREEK, AZ2013
27963;547.9;29.8;77033;194787;1470;6.9;92.5;16.1;1.8;3.4;1.2;25.8 ;http://web.archive.org/web/20140102180746/http://www.city-data.com/city/Queen-Creek-Arizona.html;18.12.2016 22:37;191;2014;http://www.city-data.com/city/Queen-Creek-Arizona.html;QUEEN CREEK, AZ;QUEEN CREEK, AZ2014
13429;0.0;38.5;85433;331541;1376;2.6;90.0;9.5;2.0;1.3;0.0;70.8 ;http://web.archive.org/web/20120122003933/http://www.city-data.com:80/city/New-River-Arizona.html;18.12.2016 22:36;161;2012;http://www.city-data.com/city/New-River-Arizona.html;NEW RIVER, AZ;NEW RIVER, AZ2012
14952;39.2;45.0;85433;331541;1376;2.6;89.6;6.6;0.9;0.5;0.4;70.8 ;http://web.archive.org/web/20130128230017/http://www.city-data.com/city/New-River-Arizona.html;18.12.2016 22:36;162;2013;http://www.city-data.com/city/New-River-Arizona.html;NEW RIVER, AZ;NEW RIVER, AZ2013
14952;39.2;45.0;87722;261434;1205;7.2;94.5;6.9;1.5;0.6;0.4;70.8 ;http://web.archive.org/web/20131226105928/http://www.city-data.com/city/New-River-Arizona.html;18.12.2016 22:36;163;2014;http://www.city-data.com/city/New-River-Arizona.html;NEW RIVER, AZ;NEW RIVER, AZ2014
14952;39.2;45.0;81536;260194;1301;2.6;94.6;6.7;1.4;0.5;0.3;70.8 ;http://web.archive.org/web/20150213011703/http://www.city-data.com:80/city/New-River-Arizona.html;18.12.2016 22:36;164;2015;http://www.city-data.com/city/New-River-Arizona.html;NEW RIVER, AZ;NEW RIVER, AZ2015
224387;94.3;28.8;55682;171100;1155;7.8;95.5;44.4;4.8;16.1;0.0;78.5 ;http://web.archive.org/web/20111221153333/http://www.city-data.com:80/city/North-Las-Vegas-Nevada.html;18.12.2016 22:36;165;2012;http://www.city-data.com/city/North-Las-Vegas-Nevada.html;NORTH LAS VEGAS, NV;NORTH LAS VEGAS, NV2012
217236;88.1;30.6;55682;171100;1155;7.8;95.4;38.8;6.0;19.2;0.4;78.5 ;http://web.archive.org/web/20130127165131/http://www.city-data.com/city/North-Las-Vegas-Nevada.html;18.12.2016 22:36;166;2013;http://www.city-data.com/city/North-Las-Vegas-Nevada.html;NORTH LAS VEGAS, NV;NORTH LAS VEGAS, NV2013
223491;93.5;30.6;50006;124200;1052;13.6;94.6;42.6;3.5;17.3;0.04;78.5 ;http://web.archive.org/web/20131119095700/http://www.city-data.com:80/city/North-Las-Vegas-Nevada.html;18.12.2016 22:36;167;2014;http://www.city-data.com/city/North-Las-Vegas-Nevada.html;NORTH LAS VEGAS, NV;NORTH LAS VEGAS, NV2014
